Effect_ID,Paper_ID,DiseasePrev_SD,SST_SE,SST_SD,Sample_Area_km2,Site_Num,SourceSite_Num,Coral_N,Mixed_Sp,Notes
EI0754,CD102,23.44828,,,,1,Figure 1a,,1,
EI0755,CD102,24.82759,,,,1,Figure 1a,,1,
EI0756,CD102,23.44828,,,,1,Figure 1a,,1,
EI0757,CD102,6.666667,,,,1,Figure 2a,,1,
EI0758,CD102,10.980392,,,,1,Figure 2a,,1,
EI0759,CD102,6.666667,,,,1,Figure 2a,,1,
EI0760,CD102,9.019608,,,,1,Figure 2a,,1,
EI0761,CD102,18.431373,,,,1,Figure 2a,,1,
EI0762,CD102,0,,,,1,Figure 2a,,1,
EI0763,CD102,63.529412,,,,1,Figure 2a,,1,
EI0764,CD102,16.862745,,,,1,Figure 2a,,1,
EI0765,CD102,0,,,,1,Figure 2a,,1,
EI0766,CD102,0,,,,1,Figure 2a,,1,
EI0767,CD102,8.627451,,,,1,Figure 2a,,1,
EI0768,CD102,0,,,,1,Figure 2a,,1,
EI0769,CD102,7.45098,,,,1,Figure 2a,,1,
EI0770,CD102,0,,,,1,Figure 2a,,1,
EI0771,CD102,0,,,,1,Figure 2a,,1,
EI0772,CD102,0,,,,1,Figure 2a,,1,
EI0773,CD102,11.111111,,,,1,Figure 3a,,1,
EI0774,CD102,3.777778,,,,1,Figure 3a,,1,
EI0775,CD102,2,,,,1,Figure 3a,,1,
EI0776,CD102,7.333333,,,,1,Figure 3a,,1,
EI0777,CD102,2.444444,,,,1,Figure 3a,,1,
EI0778,CD102,1.777778,,,,1,Figure 3a,,1,
EI0779,CD102,13.555556,,,,1,Figure 3a,,1,
EI0780,CD102,5.555556,,,,1,Figure 3a,,1,
EI0781,CD102,5.111111,,,,1,Figure 3a,,1,
EI0782,CD102,0,,,,1,Figure 3a,,1,
EI0783,CD102,10.222222,,,,1,Figure 3a,,1,
EI0784,CD102,0,,,,1,Figure 3a,,1,
EI0785,CD102,18.666667,,,,1,Figure 3a,,1,
EI0786,CD102,0,,,,1,Figure 3a,,1,
EI0787,CD102,0,,,,1,Figure 3a,,1,
EI0788,CD102,0,,,,1,Figure 3a,,1,
EI0789,CD102,24.444444,,,,1,Figure 3a,,1,
EI0790,CD102,1.333333,,,,1,Figure 3a,,1,
EI0791,CD102,4.222222,,,,1,Figure 3a,,1,
EI0792,CD102,15.254237,,,,1,Figure 4a,,1,
EI0793,CD102,9.491525,,,,1,Figure 4a,,1,
EI0794,CD102,5.423729,,,,1,Figure 4a,,1,
EI0795,CD102,13.220339,,,,1,Figure 4a,,1,
EI0796,CD102,19.661017,,,,1,Figure 4a,,1,
EI0797,CD102,8.135593,,,,1,Figure 4a,,1,
EI0798,CD102,7.835052,,,,1,Figure 5a,,1,
EI0799,CD102,3.71134,,,,1,Figure 5a,,1,
EI0800,CD102,2.268041,,,,1,Figure 5a,,1,
EI0801,CD102,3.71134,,,,1,Figure 5a,,1,
EI0802,CD102,3.917526,,,,1,Figure 5a,,1,
EI0803,CD102,0,,,,1,Figure 5a,,1,
EI0804,CD103,,,,4.32,18,Results p261,96148,1,
EI0805,CD103,,,,4.32,18,Results p261,91552,1,
EI0806,CD104,8.660254,,,0.3,1,Materials and Methods Study site and field surveys p2796,485,1,Coral_N aggregated from whole study
EI0807,CD105,0.5436931,,,0.3,1,Figure 2,,1,
EI0808,CD105,0.7767044,,,0.3,1,Figure 2,,1,
EI0809,CD105,3.7670163,,,0.3,1,Figure 2,,1,
EI0810,CD105,8.7379245,,,0.3,1,Figure 2,,1,
EI0811,CD105,0.8932101,,,0.3,1,Figure 2,,1,
EI0812,CD105,0.9885833,,,0.6,2,Figure 2,,1,
EI0813,CD105,0.5492129,,,0.6,2,Figure 2,,1,
EI0814,CD105,0.5492129,,,0.6,2,Figure 2,,1,
EI0815,CD105,1.9222453,,,0.6,2,Figure 2,,1,
EI0816,CD105,2.0870092,,,0.6,2,Figure 2,,1,
EI0817,CD105,2.1419305,,,0.6,2,Figure 2,,1,
EI0818,CD105,0.1647639,,,0.6,2,Figure 2,,1,
EI0819,CD105,0.4660226,,,0.3,1,Figure 2,,1,
EI0820,CD105,0.3844491,,,0.6,2,Figure 2,,1,
EI0821,CD105,0.4942917,,,0.6,2,Figure 2,,1,
EI0822,CD105,1.0435046,,,0.6,2,Figure 2,,1,
EI0823,CD105,2.0320879,,,0.6,2,Figure 2,,1,
EI0824,CD105,0.6213635,,,0.3,1,Figure 2,,1,
EI0825,CD105,1.7087497,,,0.3,1,Figure 2,,1,
EI0826,CD105,5.7087773,,,0.3,1,Figure 2,,1,
EI0827,CD105,8.0000553,,,0.3,1,Figure 2,,1,
EI0828,CD105,0.5048579,,,0.3,1,Figure 2,,1,
EI0829,CD105,0.933662,,,0.6,2,Figure 2,,1,
EI0830,CD105,0.933662,,,0.6,2,Figure 2,,1,
EI0831,CD105,2.0870092,,,0.6,2,Figure 2,,1,
EI0832,CD105,1.5927175,,,0.6,2,Figure 2,,1,
EI0833,CD105,2.0320879,,,0.6,2,Figure 2,,1,
EI0834,CD105,1.3730324,,,0.6,2,Figure 2,,1,
EI0835,CD105,0.1098426,,,0.6,2,Figure 2,,1,
EI0836,CD105,0.6601987,,,0.3,1,Figure 2,,1,
EI0837,CD105,0.6041342,,,0.6,2,Figure 2,,1,
EI0838,CD105,1.7574814,,,0.6,2,Figure 2,,1,
EI0839,CD105,1.1533472,,,0.6,2,Figure 2,,1,
EI0840,CD105,1.3181111,,,0.6,2,Figure 2,,1,
EI0841,CD106,1.1452381,,,3,10,Materials and Methods 2.1 White syndrome prevalence,,1,
EI0842,CD106,0.8962733,,,3,10,Materials and Methods 2.1 White syndrome prevalence,,1,
EI0843,CD107,,,,2.7,9,Materials and Methods Susceptibility to coral disease,3078,0,Coral_N includes both morphs
EI0844,CD107,,,,2.7,9,Materials and Methods Susceptibility to coral disease,3078,0,Coral_N includes both morphs
EI0845,CD107,,,,0.5,10,Materials and Methods Susceptibility to coral disease,1370,0,Coral_N includes both morphs
EI0846,CD107,,,,0.5,10,Materials and Methods Susceptibility to coral disease,1370,0,Coral_N includes both morphs
EI0847,CD108,,,,1.2,10,Table 1,1030,0,Coral_N aggregated over entire sampling year
EI0848,CD108,,,,1.2,10,Table 1,1030,0,Coral_N aggregated over entire sampling year
EI0849,CD108,,,,1.2,10,Table 1,1030,0,Coral_N aggregated over entire sampling year
EI0850,CD108,,,,0.6,5,Table 1,312,0,Coral_N aggregated over entire sampling year
EI0851,CD108,,,,0.6,5,Table 1,312,0,Coral_N aggregated over entire sampling year
EI0852,CD108,,,,0.6,5,Table 1,312,0,Coral_N aggregated over entire sampling year
EI0853,CD108,,,,0.84,7,Table 1,247,0,Coral_N aggregated over entire sampling year
EI0854,CD108,,,,0.84,7,Table 1,247,0,Coral_N aggregated over entire sampling year
EI0855,CD108,,,,0.84,7,Table 1,247,0,Coral_N aggregated over entire sampling year
EI0856,CD108,,,,0.72,6,Table 1,292,0,Coral_N aggregated over entire sampling year
EI0857,CD108,,,,0.72,6,Table 1,292,0,Coral_N aggregated over entire sampling year
EI0858,CD108,,,,0.72,6,Table 1,292,0,Coral_N aggregated over entire sampling year
EI0859,CD109,,,,0.48,2,Materials and Methods p814,4256,1,Coral_N aggregated from whole study
EI0860,CD109,,,,0.48,2,Materials and Methods p814,4256,1,Coral_N aggregated from whole study
EI0861,CD109,,,,0.48,2,Materials and Methods p814,4256,1,Coral_N aggregated from whole study
EI0862,CD109,,,,0.48,2,Materials and Methods p814,4256,1,Coral_N aggregated from whole study
EI0863,CD109,,,,0.48,2,Materials and Methods p814,4256,1,Coral_N aggregated from whole study
EI0864,CD109,,,,0.48,2,Materials and Methods p814,4256,1,Coral_N aggregated from whole study
EI0865,CD109,,,,0.48,2,Materials and Methods p814,4256,1,Coral_N aggregated from whole study
EI0866,CD109,,,,0.48,2,Materials and Methods p814,4256,1,Coral_N aggregated from whole study
EI0867,CD109,,,,0.48,2,Materials and Methods p814,4256,1,Coral_N aggregated from whole study
EI0868,CD110,1.6654335,,,0.06,1,Materials and Methods Sampling sites and environmental parameters p194,,1,massive Porites species
EI0869,CD110,0.3330867,,,0.06,1,Materials and Methods Sampling sites and environmental parameters p194,,1,massive Porites species
EI0870,CD110,2.9977802,,,0.06,1,Materials and Methods Sampling sites and environmental parameters p194,,1,massive Porites species
EI0871,CD110,0.3330867,,,0.06,1,Materials and Methods Sampling sites and environmental parameters p194,,1,massive Porites species
EI0872,CD110,1.6654335,,,0.06,1,Materials and Methods Sampling sites and environmental parameters p194,,1,massive Porites species
EI0873,CD110,1.3323468,,,0.06,1,Materials and Methods Sampling sites and environmental parameters p194,,1,massive Porites species
EI0874,CD111,2.598076,,,1.08,18,Methods,9989,1,coral_n aggregated over whole study
EI0875,CD111,18.186533,,,1.08,18,Methods,9989,1,coral_n aggregated over whole study
EI0876,CD111,8.443748,,,1.08,18,Methods,9989,1,coral_n aggregated over whole study
EI0877,CD111,1.299038,,,1.08,18,Methods,9989,1,coral_n aggregated over whole study
EI0878,CD111,2.598076,,,1.08,18,Methods,9989,1,coral_n aggregated over whole study
EI0879,CD111,3.247595,,,1.08,18,Methods,9989,1,coral_n aggregated over whole study
EI0880,CD111,1.299038,,,1.08,18,Methods,9989,1,coral_n aggregated over whole study
EI0881,CD112,0.4578046,,,4.4,22,Figure 6,,,
EI0882,CD112,0.5498468,,,3,15,Figure 6,,,
EI0883,CD112,0.5812186,,,2.2,11,Figure 6,,,
EI0884,CD112,0.5977016,,,1.2,6,Figure 6,,,
EI0885,CD112,0.4380075,,,2.4,12,Figure 6,,,
EI0886,CD112,0.5789707,,,1.8,9,Figure 6,,,
EI0887,CD112,0.5318089,,,3.8,19,Figure 6,,,
EI0888,CD112,0.5756209,,,3,15,Figure 6,,,
EI0889,CD112,0.4578046,,,4.4,22,Figure 6,,,
EI0890,CD113,,,,13.5,1,Material and Methods p7,92,0,
EI0891,CD113,,,,13.5,1,Material and Methods p7,69,0,
EI0892,CD113,,,,13.5,1,Material and Methods p7,52,0,
EI0893,CD113,,,,13.5,1,Material and Methods p7,46,0,
EI0894,CD113,,,,13.5,1,Material and Methods p7,42,0,
EI0895,CD113,,,,13.5,1,Material and Methods p7,29,0,
EI0896,CD113,,,,13.5,1,Material and Methods p7,21,0,
EI0897,CD113,,,,13.5,1,Material and Methods p7,9,0,
EI0898,CD113,,,,13.5,1,Material and Methods p7,3,0,
EI0899,CD113,,,,13.5,1,Material and Methods p7,3,0,
EI0900,CD113,,,,13.5,1,Material and Methods p7,2,0,
EI0901,CD113,,,,13.5,1,Material and Methods p7,1,0,
EI0902,CD113,,,,13.5,1,Material and Methods p7,2,0,
EI0903,CD114,,,,0.06,1,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",53,1,
EI0904,CD114,,,,1.08,18,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",,1,
EI0905,CD114,,,,1.08,18,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",,1,
EI0906,CD114,,,,0.06,1,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",,1,
EI0907,CD114,,,,0.06,1,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",,1,
EI0908,CD114,,,,0.06,1,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",,1,
EI0909,CD115,,,,0.24,1,Figure 1,2910,1,Coral_N aggregated from whole study
EI0910,CD115,,,,0.24,1,Figure 1,2910,1,Coral_N aggregated from whole study
EI0911,CD115,,,,0.24,1,Figure 1,2910,1,Coral_N aggregated from whole study
EI0912,CD116,,,,9.42,10,Materials and Methods Surveys p34,11092,1,
EI0913,CD116,,,,10.362,10,Materials and Methods Surveys p34,13973,1,
EI0914,CD117,,,,11.8,12,Table 1,51444,1,
EI0915,CD117,,,,2,12,Table 1,,1,
EI0916,CD117,,,,2,12,Table 1,,1,
EI0917,CD117,,,,2,12,Table 1,,1,
EI0918,CD117,,,,2,12,Table 1,,1,
EI0919,CD117,,,,2,12,Table 1,,1,
EI0920,CD117,,,,2,12,Table 1,,1,
EI0921,CD118,,,,0.48,4,Material and Methods Survey technique p78,474,1,
EI0922,CD118,,,,0.48,4,Material and Methods Survey technique p78,474,1,
EI0923,CD118,,,,0.48,4,Material and Methods Survey technique p78,474,1,
EI0924,CD119,,,,0.255,2,Materials and Methods p76,1266,1,
EI0925,CD119,,,,0.15,1,Materials and Methods p76,513,1,
EI0926,CD119,,,,0.075,1,Materials and Methods p76,91,1,
EI0927,CD120,,,,1.8,6,Results and Disucssions p188,23869,1,
EI0928,CD121,,,,0.45,1,p640,46,0,
EI0929,CD121,,,,0.45,1,p640,44,0,
EI0930,CD122,,,,760.324,29,Figure 1,8473,0,
EI0931,CD123,,,,0.7,14,Results Site-specific surveys: video transects p7,,1,
EI0932,CD123,,,,0.7,14,Results Site-specific surveys: video transects p7,,1,
EI0933,CD021,,,,12.833,1,Methods Prevalence and incidence of BBD and water temperature p53,966,0,
EI0934,CD021,,,,12.833,1,Methods Prevalence and incidence of BBD and water temperature p53,966,0,
EI0935,CD021,,,,12.833,1,Methods Prevalence and incidence of BBD and water temperature p53,966,0,
EI0936,CD021,,,,12.833,1,Methods Prevalence and incidence of BBD and water temperature p53,966,0,
EI0937,CD021,,,,12.833,1,Methods Prevalence and incidence of BBD and water temperature p53,966,0,
EI0938,CD021,,,,12.833,1,Methods Prevalence and incidence of BBD and water temperature p53,966,0,
EI0939,CD021,,,,12.833,1,Methods Prevalence and incidence of BBD and water temperature p53,966,0,
EI0940,CD021,,,,12.833,1,Methods Prevalence and incidence of BBD and water temperature p53,966,0,
EI0941,CD021,,,,12.833,1,Methods Prevalence and incidence of BBD and water temperature p53,966,0,
EI0942,CD023,,,,1,50,Materials and Methods p68,2166,1,
EI0943,CD023,,,,1,50,Materials and Methods p68,,1,
EI0944,CD023,,,,15.7,50,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0945,CD023,,,,15.7,50,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0946,CD023,,,,15.7,50,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0947,CD023,,,,15.7,50,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0948,CD023,,,,15.7,50,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0949,CD023,,,,15.7,50,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0950,CD023,,,,15.7,50,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0951,CD023,,,,15.7,50,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0952,CD023,,,,15.7,50,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0953,CD023,,,,15.7,50,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0954,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0955,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0956,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0957,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0958,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0959,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0960,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0961,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0962,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0963,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0964,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0965,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0966,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0967,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0968,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0969,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0970,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0971,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0972,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0973,CD023,,,,0.2,10,Materials and Methods p68,,0,Montastraea annularis sp complex
EI0974,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0975,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0976,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0977,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0978,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0979,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0980,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0981,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI0982,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI0983,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI0984,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI0985,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI0986,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI0987,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI0988,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0989,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0990,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0991,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0992,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0993,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0994,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0995,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0996,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0997,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0998,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI0999,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI1000,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI1001,CD005,,,,17.105,55,Methods Observational data p1324,,1,
EI1002,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI1003,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI1004,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI1005,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI1006,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI1007,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI1008,CD005,,,,17.105,55,Methods Observational data p1324,,0,
EI1009,CD024,,0.25490196,1.3961555,18.84,15,Materials and Methods p920,5564,1,Coral_N aggregated for whole study
EI1010,CD024,22.37724,0.62745098,4.8602144,18.84,15,Materials and Methods p920,5564,1,Coral_N aggregated for whole study
EI1011,CD024,43.03315,0.25490196,1.9744621,18.84,15,Materials and Methods p920,5564,1,Coral_N aggregated for whole study
EI1012,CD024,87.78762,0.17647059,1.3669353,18.84,15,Materials and Methods p920,5564,1,Coral_N aggregated for whole study
EI1013,CD024,43.03315,0.25490196,1.9744621,18.84,15,Materials and Methods p920,5564,1,Coral_N aggregated for whole study
EI1014,CD024,46.4758,0.41176471,3.1895157,18.84,15,Materials and Methods p920,5564,1,Coral_N aggregated for whole study
EI1015,CD024,27.54121,0.43137255,3.3413974,18.84,15,Materials and Methods p920,5564,1,Coral_N aggregated for whole study
EI1016,CD024,22.37724,0.21568627,1.6706987,18.84,15,Materials and Methods p920,5564,1,Coral_N aggregated for whole study
EI1017,CD024,30.98387,0.33333333,2.5819889,18.84,15,Materials and Methods p920,5564,1,Coral_N aggregated for whole study
EI1018,CD024,63.68906,0.21568627,1.6706987,18.84,15,Materials and Methods p920,5564,1,Coral_N aggregated for whole study
EI1019,CD024,61.96773,0.09803922,0.7594085,18.84,15,Materials and Methods p920,5564,1,Coral_N aggregated for whole study
