Effect_ID,Paper_ID,Transect_Type,Transect_Num,Transect_Length_m,Transect_Width_m,Plot_area_m^2,SourceTransect,Notes
EI0784,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0785,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0786,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0787,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0788,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0789,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0790,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0791,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0792,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0793,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0794,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0795,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0796,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0797,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0798,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0799,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0800,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0801,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0802,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0803,CD102,Belt,4,10,2,20,Materials and Methods p97,"Transect number averaged, 3-5 per site"
EI0804,CD103,Belt,108,20,2,40,Materials and Methods p259,
EI0805,CD103,Belt,108,20,2,40,Materials and Methods p259,
EI0806,CD104,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys p2796,
EI0807,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0808,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0809,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0810,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0811,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0812,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0813,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0814,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0815,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0816,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0817,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0818,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0819,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0820,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0821,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0822,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0823,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0824,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0825,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0826,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0827,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0828,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0829,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0830,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0831,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0832,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0833,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0834,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0835,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0836,CD105,Quadrat,3,10,10,100,Materials and Methods Study site and field surveys,
EI0837,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0838,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0839,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0840,CD105,Quadrat,6,10,10,100,Materials and Methods Study site and field surveys,
EI0841,CD106,Belt,30,50,2,100,Materials and Methods White syndrome prevalence,
EI0842,CD106,Belt,30,50,2,100,Materials and Methods White syndrome prevalence,
EI0843,CD107,Belt,18,25,6,150,Materials and Methods Susceptibility to coral disease,
EI0844,CD107,Belt,18,25,6,150,Materials and Methods Susceptibility to coral disease,
EI0845,CD107,Belt,10,50,1,50,Materials and Methods Susceptibility to coral disease,
EI0846,CD107,Belt,10,50,1,50,Materials and Methods Susceptibility to coral disease,
EI0847,CD108,Belt,30,20,2,40,Material and Methods p57,
EI0848,CD108,Belt,30,20,2,40,Material and Methods p57,
EI0849,CD108,Belt,30,20,2,40,Material and Methods p57,
EI0850,CD108,Belt,15,20,2,40,Material and Methods p57,
EI0851,CD108,Belt,15,20,2,40,Material and Methods p57,
EI0852,CD108,Belt,15,20,2,40,Material and Methods p57,
EI0853,CD108,Belt,21,20,2,40,Material and Methods p57,
EI0854,CD108,Belt,21,20,2,40,Material and Methods p57,
EI0855,CD108,Belt,21,20,2,40,Material and Methods p57,
EI0856,CD108,Belt,18,20,2,40,Material and Methods p57,
EI0857,CD108,Belt,18,20,2,40,Material and Methods p57,
EI0858,CD108,Belt,18,20,2,40,Material and Methods p57,
EI0859,CD109,Belt,6,20,4,80,Materials and Methods p814,"Material and Methods p814 says ""9 locations (18 sites…"" so assumed 2 sites per location and 3 transects per site"
EI0860,CD109,Belt,6,20,4,80,Materials and Methods p814,"Material and Methods p814 says ""9 locations (18 sites…"" so assumed 2 sites per location and 3 transects per site"
EI0861,CD109,Belt,6,20,4,80,Materials and Methods p814,"Material and Methods p814 says ""9 locations (18 sites…"" so assumed 2 sites per location and 3 transects per site"
EI0862,CD109,Belt,6,20,4,80,Materials and Methods p814,"Material and Methods p814 says ""9 locations (18 sites…"" so assumed 2 sites per location and 3 transects per site"
EI0863,CD109,Belt,6,20,4,80,Materials and Methods p814,"Material and Methods p814 says ""9 locations (18 sites…"" so assumed 2 sites per location and 3 transects per site"
EI0864,CD109,Belt,6,20,4,80,Materials and Methods p814,"Material and Methods p814 says ""9 locations (18 sites…"" so assumed 2 sites per location and 3 transects per site"
EI0865,CD109,Belt,6,20,4,80,Materials and Methods p814,"Material and Methods p814 says ""9 locations (18 sites…"" so assumed 2 sites per location and 3 transects per site"
EI0866,CD109,Belt,6,20,4,80,Materials and Methods p814,"Material and Methods p814 says ""9 locations (18 sites…"" so assumed 2 sites per location and 3 transects per site"
EI0867,CD109,Belt,6,20,4,80,Materials and Methods p814,"Material and Methods p814 says ""9 locations (18 sites…"" so assumed 2 sites per location and 3 transects per site"
EI0868,CD110,Belt,3,10,2,20,Materials and Methods Sampling sites and environmental parameters p194,
EI0869,CD110,Belt,3,10,2,20,Materials and Methods Sampling sites and environmental parameters p194,
EI0870,CD110,Belt,3,10,2,20,Materials and Methods Sampling sites and environmental parameters p194,
EI0871,CD110,Belt,3,10,2,20,Materials and Methods Sampling sites and environmental parameters p194,
EI0872,CD110,Belt,3,10,2,20,Materials and Methods Sampling sites and environmental parameters p194,
EI0873,CD110,Belt,3,10,2,20,Materials and Methods Sampling sites and environmental parameters p194,
EI0874,CD111,Line,108,10,1,10,Methods,
EI0875,CD111,Line,108,10,1,10,Methods,
EI0876,CD111,Line,108,10,1,10,Methods,
EI0877,CD111,Line,108,10,1,10,Methods,
EI0878,CD111,Line,108,10,1,10,Methods,
EI0879,CD111,Line,108,10,1,10,Methods,
EI0880,CD111,Line,108,10,1,10,Methods,
EI0881,CD112,Belt,22,200,1,200,Materials and Methods White plague type ii data collection,
EI0882,CD112,Belt,15,200,1,200,Materials and Methods White plague type ii data collection,
EI0883,CD112,Belt,11,200,1,200,Materials and Methods White plague type ii data collection,
EI0884,CD112,Belt,6,200,1,200,Materials and Methods White plague type ii data collection,
EI0885,CD112,Belt,12,200,1,200,Materials and Methods White plague type ii data collection,
EI0886,CD112,Belt,9,200,1,200,Materials and Methods White plague type ii data collection,
EI0887,CD112,Belt,19,200,1,200,Materials and Methods White plague type ii data collection,
EI0888,CD112,Belt,15,200,1,200,Materials and Methods White plague type ii data collection,
EI0889,CD112,Belt,22,200,1,200,Materials and Methods White plague type ii data collection,
EI0890,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0891,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0892,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0893,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0894,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0895,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0896,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0897,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0898,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0899,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0900,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0901,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0902,CD113,Quadrat,36,0.75,0.25,0.1875,Material and Methods p7,Quadrats contiguous to create one large sample area; for some reason this math doesn't add up…
EI0903,CD114,Belt,3,20,1,20,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",
EI0904,CD114,Belt,54,20,1,20,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",
EI0905,CD114,Belt,54,20,1,20,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",
EI0906,CD114,Belt,3,20,1,20,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",
EI0907,CD114,Belt,3,20,1,20,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",
EI0908,CD114,Belt,3,20,1,20,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",
EI0909,CD115,Belt,3,20,4,80,Materials and Methods p70,
EI0910,CD115,Belt,3,20,4,80,Materials and Methods p70,
EI0911,CD115,Belt,3,20,4,80,Materials and Methods p70,
EI0912,CD116,Circle,150,20,,314,Materials and Methods Surveys p34,length is diameter
EI0913,CD116,Circle,165,20,,314,Materials and Methods Surveys p34,length is diameter
EI0914,CD117,Belt,59,50,4,200,Materials and Methods Disease spatial and temporal patterns p91,"Transect diameter changes halfway down transect, took average of widths"
EI0915,CD117,Belt,40,50,4,200,Materials and Methods Disease spatial and temporal patterns p91,"Transect diameter changes halfway down transect, took average of widths"
EI0916,CD117,Belt,40,50,4,200,Materials and Methods Disease spatial and temporal patterns p91,"Transect diameter changes halfway down transect, took average of widths"
EI0917,CD117,Belt,40,50,4,200,Materials and Methods Disease spatial and temporal patterns p91,"Transect diameter changes halfway down transect, took average of widths"
EI0918,CD117,Belt,40,50,4,200,Materials and Methods Disease spatial and temporal patterns p91,"Transect diameter changes halfway down transect, took average of widths"
EI0919,CD117,Belt,40,50,4,200,Materials and Methods Disease spatial and temporal patterns p91,"Transect diameter changes halfway down transect, took average of widths"
EI0920,CD117,Belt,40,50,4,200,Materials and Methods Disease spatial and temporal patterns p91,"Transect diameter changes halfway down transect, took average of widths"
EI0921,CD118,Belt,12,20,2,40,Materials and Methods Survey technique p79,Transect width averaged - real width between 1-3m
EI0922,CD118,Belt,12,20,2,40,Materials and Methods Survey technique p79,Transect width averaged - real width between 1-3m
EI0923,CD118,Belt,12,20,2,40,Materials and Methods Survey technique p79,Transect width averaged - real width between 1-3m
EI0924,CD119,Quadrat/Belt,5,25,2,55,Materials and Methods p76,"Sampling done in each site differently, data presented here for A palmata-dominated site sampling methods, plot area added 5m^2 for the area of the A cervicornis-dominated site sample area"
EI0925,CD119,Belt,3,25,2,50,Materials and Methods p76,
EI0926,CD119,Line,3,25,1,25,Materials and Methods p76,
EI0927,CD120,Belt,90,10,2,20,Results and Disucssions p188,
EI0928,CD121,Belt,3,50,3,150,p640,
EI0929,CD121,Belt,3,50,3,150,p640,
EI0930,CD122,Belt,29,,,26218.07,Materials and Methods p125,"entire sites surveyed, transects only used to divide area into more manageable sections; input here average site size"
EI0931,CD123,Belt,28,25,1,25,Materials and Methods Benthic surveys p3 (Maragos et al. 2004),
EI0932,CD123,Belt,28,25,1,25,Materials and Methods Benthic surveys p3 (Maragos et al. 2004),
EI0933,CD021,Belt,1,313,41,12833,Methods Prevalence and incidence of BBD and water temperature p53,"No transects, one large sample area"
EI0934,CD021,Belt,1,313,41,12833,Methods Prevalence and incidence of BBD and water temperature p53,"No transects, one large sample area"
EI0935,CD021,Belt,1,313,41,12833,Methods Prevalence and incidence of BBD and water temperature p53,"No transects, one large sample area"
EI0936,CD021,Belt,1,313,41,12833,Methods Prevalence and incidence of BBD and water temperature p53,"No transects, one large sample area"
EI0937,CD021,Belt,1,313,41,12833,Methods Prevalence and incidence of BBD and water temperature p53,"No transects, one large sample area"
EI0938,CD021,Belt,1,313,41,12833,Methods Prevalence and incidence of BBD and water temperature p53,"No transects, one large sample area"
EI0939,CD021,Belt,1,313,41,12833,Methods Prevalence and incidence of BBD and water temperature p53,"No transects, one large sample area"
EI0940,CD021,Belt,1,313,41,12833,Methods Prevalence and incidence of BBD and water temperature p53,"No transects, one large sample area"
EI0941,CD021,Belt,1,313,41,12833,Methods Prevalence and incidence of BBD and water temperature p53,"No transects, one large sample area"
EI0942,CD023,Belt,100,10,1,10,AGRRA protocol p14,https://www.researchgate.net/publication/265148106_Agrra_protocols_version_54
EI0943,CD023,Belt,100,10,1,10,AGRRA protocol p14,
EI0944,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0945,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0946,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0947,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0948,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0949,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0950,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0951,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0952,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0953,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0954,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0955,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0956,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0957,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0958,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0959,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0960,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0961,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0962,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0963,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0964,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0965,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0966,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0967,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0968,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0969,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0970,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0971,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0972,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0973,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0974,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0975,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0976,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0977,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0978,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0979,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0980,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0981,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0982,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0983,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0984,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0985,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0986,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0987,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0988,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0989,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0990,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0991,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0992,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0993,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0994,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0995,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0996,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0997,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0998,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0999,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1000,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1001,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1002,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1003,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1004,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1005,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1006,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1007,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1008,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1009,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1010,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1011,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1012,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1013,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1014,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1015,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1016,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1017,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1018,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1019,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
